province_state,country_region,confirmed,deaths
Odisha,India,325861,1832
Odisha,India,1018926,8122
Odisha,India,1336323,9204
Odisha,India,330309,1883
Odisha,India,1047674,8399
Odisha,India,1307911,9135
Odisha,India,1155487,8488
Odisha,India,337191,1916
Odisha,India,313323,1625
Odisha,India,1288737,9126
Odisha,India,146894,616
Odisha,India,939752,4599
Odisha,India,3498,10
Odisha,India,320017,1755
Odisha,India,1319527,9149
Odisha,India,1050354,8423
Odisha,India,1000084,7289
Odisha,India,969185,5574
Odisha,India,1054606,8458
Odisha,India,9070,36
Odisha,India,1033809,8274
Odisha,India,983523,6236
Odisha,India,1287912,9123
Odisha,India,335072,1906
Odisha,India,806094,2952
Odisha,India,285482,1284
Odisha,India,26892,147
Odisha,India,1287661,9121
Odisha,India,1285889,9101
Odisha,India,188311,721
Odisha,India,1294076,9126
Odisha,India,1288454,9126
Odisha,India,1285038,9071
Odisha,India,1288024,9124
Odisha,India,5470,17
Odisha,India,1040969,8329
Odisha,India,1287874,9122
Odisha,India,14898,77
Odisha,India,16701,86
Odisha,India,1245911,8594
Odisha,India,72718,390
Odisha,India,1289602,9126
Odisha,India,1062476,8468
Odisha,India,1023735,8170
Odisha,India,1336427,9204
Odisha,India,1050955,8428
Odisha,India,565648,2232
Odisha,India,3386,9
Odisha,India,100934,482
Odisha,India,331602,1891
Odisha,India,1331918,9186
Odisha,India,336397,1912
Odisha,India,1111879,8476
Odisha,India,9526,38
Odisha,India,1283297,9036
Odisha,India,949929,4925
Odisha,India,336322,1912
Odisha,India,500162,2121
Odisha,India,336767,1914
Odisha,India,1288253,9126
Odisha,India,1287742,9121
Odisha,India,1303191,9130
Odisha,India,1297175,9128
Odisha,India,318725,1739
Odisha,India,1045209,8375
Odisha,India,17437,91
Odisha,India,1028819,8223
Odisha,India,1288530,9126
Odisha,India,70020,380
Odisha,India,293214,1340
Odisha,India,961934,5308
Odisha,India,1007112,7901
Odisha,India,414056,1997
Odisha,India,321564,1778
Odisha,India,256937,1057
Odisha,India,1052318,8440
Odisha,India,335984,1910
Odisha,India,1287935,9123
Odisha,India,1288007,9124
Odisha,India,1008469,8022
Odisha,India,1049867,8418
Odisha,India,1017261,8108
Odisha,India,327279,1846
Odisha,India,361450,1938
Odisha,India,1324774,9162
Odisha,India,1027431,8209
Odisha,India,1276114,8862
Odisha,India,337674,1917
Odisha,India,1288485,9126
Odisha,India,1336408,9204
Odisha,India,1336086,9203
Odisha,India,1052472,8441
Odisha,India,679530,2456
Odisha,India,1331139,9185
Odisha,India,333444,1901
Odisha,India,341311,1921
Odisha,India,291825,1331
Odisha,India,987070,6435
Odisha,India,1317309,9145
Odisha,India,1288851,9126
Odisha,India,6180,17
Odisha,India,201096,767
Odisha,India,336101,1910
Odisha,India,1055556,8463
Odisha,India,1335314,9199
Odisha,India,1035077,8285
Odisha,India,1284867,9064
Odisha,India,338719,1918
Odisha,India,336042,1910
Odisha,India,33479,187
Odisha,India,1025874,8192
Odisha,India,1288210,9126
Odisha,India,1034276,8279
Odisha,India,873925,3550
Odisha,India,1047386,8396
Odisha,India,970814,5634
Odisha,India,999173,7223
Odisha,India,1288762,9126
Odisha,India,3140,9
Odisha,India,1307249,9133
Odisha,India,1031696,8249
Odisha,India,244142,974
Odisha,India,331151,1888
Odisha,India,301574,1425
Odisha,India,1311135,9138
Odisha,India,1288639,9126
Odisha,India,1335920,9203
Odisha,India,851782,3302
Odisha,India,1336261,9204
Odisha,India,334020,1903
Odisha,India,1048492,8406
Odisha,India,1285487,9085
Odisha,India,831129,3123
Odisha,India,1325766,9167
Odisha,India,1053349,8447
Odisha,India,1010072,8035
Odisha,India,87602,441
Odisha,India,1287640,9121
Odisha,India,290116,1320
Odisha,India,351302,1928
Odisha,India,1003210,7562
Odisha,India,1328070,9178
Odisha,India,1043745,8361
Odisha,India,25389,140
Odisha,India,1015083,8084
Odisha,India,333723,1902
Odisha,India,1323587,9159
Odisha,India,1336255,9203
Odisha,India,1271523,8797
Odisha,India,1336348,9204
Odisha,India,1043469,8357
Odisha,India,1292928,9126
Odisha,India,877502,3590
Odisha,India,308659,1527
Odisha,India,1052145,8439
Odisha,India,348182,1926
Odisha,India,47455,286
Odisha,India,338599,1918
Odisha,India,335211,1906
Odisha,India,4163,11
Odisha,India,1041457,8333
Odisha,India,588687,2273
Odisha,India,12526,61
Odisha,India,1282481,9011
Odisha,India,364594,1942
Odisha,India,1204660,8520
Odisha,India,967548,5512
Odisha,India,1289328,9126
Odisha,India,1255776,8648
Odisha,India,1038836,8312
Odisha,India,1288222,9126
Odisha,India,1287108,9116
Odisha,India,982181,6168
Odisha,India,308659,1527
Odisha,India,1044699,8370
Odisha,India,929788,4358
Odisha,India,965715,5445
Odisha,India,335692,1910
Odisha,India,1295328,9127
Odisha,India,977268,5902
Odisha,India,252239,1022
Odisha,India,1054160,8455
Odisha,India,1312116,9138
Odisha,India,1133912,8481
Odisha,India,5962,17
Odisha,India,307004,1495
Odisha,India,84231,428
Odisha,India,668422,2430
Odisha,India,954326,5058
Odisha,India,336174,1910
Odisha,India,1287773,9121
Odisha,India,18110,97
Odisha,India,1287980,9124
Odisha,India,479752,2088
Odisha,India,337992,1917
Odisha,India,1287036,9116
Odisha,India,554666,2215
Odisha,India,1336117,9203
Odisha,India,1335377,9200
Odisha,India,315271,1671
Odisha,India,1049867,8418
Odisha,India,4856,12
Odisha,India,1330853,9185
Odisha,India,1318145,9146
Odisha,India,113411,522
Odisha,India,330492,1885
Odisha,India,1336405,9204
Odisha,India,349561,1926
Odisha,India,1281455,8976
Odisha,India,1336443,9204
Odisha,India,1284616,9056
Odisha,India,1055132,8462
Odisha,India,6859,23
Odisha,India,1336394,9204
Odisha,India,912887,4063
Odisha,India,342224,1921
Odisha,India,305986,1483
Odisha,India,254662,1040
Odisha,India,739995,2651
Odisha,India,323364,1802
Odisha,India,1288202,9126
Odisha,India,1026953,8202
Odisha,India,1046317,8386
Odisha,India,1288387,9126
Odisha,India,997146,7086
Odisha,India,97920,470
Odisha,India,1051574,8434
Odisha,India,29175,159
Odisha,India,1335635,9202
Odisha,India,1322671,9155
Odisha,India,1336350,9204
Odisha,India,1016833,8104
Odisha,India,146894,616
Odisha,India,332541,1895
Odisha,India,215676,828
Odisha,India,1289259,9126
Odisha,India,1034634,8282
Odisha,India,1025309,8187
Odisha,India,302793,1441
Odisha,India,116678,531
Odisha,India,322299,1789
Odisha,India,246839,991
Odisha,India,1038411,8309
Odisha,India,1288800,9126
Odisha,India,980866,6102
Odisha,India,8601,34
Odisha,India,37681,216
Odisha,India,1331353,9186
Odisha,India,1334525,9198
Odisha,India,990075,6630
Odisha,India,1335153,9199
Odisha,India,334780,1906
Odisha,India,1329472,9184
Odisha,India,1066155,8468
Odisha,India,232713,907
Odisha,India,576297,2251
Odisha,India,1336439,9204
Odisha,India,1211951,8525
Odisha,India,295889,1364
Odisha,India,320394,1760
Odisha,India,1259405,8666
Odisha,India,368258,1944
Odisha,India,337277,1916
Odisha,India,932330,4415
Odisha,India,1332957,9188
Odisha,India,1287885,9122
Odisha,India,1030518,8238
Odisha,India,272250,1168
Odisha,India,1042422,8343
Odisha,India,326233,1836
Odisha,India,1031044,8242
Odisha,India,1075698,8468
Odisha,India,1046088,8383
Odisha,India,1336169,9203
Odisha,India,1053769,8451
Odisha,India,1326672,9171
Odisha,India,1300873,9130
Odisha,India,756684,2719
Odisha,India,1264705,8711
Odisha,India,1290783,9126
Odisha,India,1321780,9154
Odisha,India,1286626,9111
Odisha,India,334430,1906
Odisha,India,1332082,9186
Odisha,India,1336378,9204
Odisha,India,1051241,8431
Odisha,India,1042100,8340
Odisha,India,335548,1909
Odisha,India,1287968,9124
Odisha,India,240998,958
Odisha,India,1037523,8301
Odisha,India,1021216,8146
Odisha,India,924699,4248
Odisha,India,1288311,9126
Odisha,India,1289129,9126
Odisha,India,893508,3801
Odisha,India,1334876,9199
Odisha,India,346808,1924
Odisha,India,1288057,9126
Odisha,India,1287512,9119
Odisha,India,992375,6757
Odisha,India,1049108,8411
Odisha,India,622981,2335
Nagaland,India,29097,597
Nagaland,India,12365,92
Nagaland,India,12889,94
Nagaland,India,31085,661
Nagaland,India,12076,88
Nagaland,India,35962,781
Nagaland,India,35488,760
Nagaland,India,33357,705
Nagaland,India,35949,781
Nagaland,India,4017,9
Nagaland,India,1935,5
Nagaland,India,24850,487
Nagaland,India,10460,54
Nagaland,India,35455,757
Nagaland,India,31997,692
Nagaland,India,26943,535
Nagaland,India,35497,760
Nagaland,India,34189,713
Nagaland,India,35859,773
Nagaland,India,31670,677
Nagaland,India,35410,756
Nagaland,India,35509,761
Nagaland,India,35504,761
Nagaland,India,34856,743
Nagaland,India,25519,499
Nagaland,India,35603,764
Nagaland,India,12191,91
Nagaland,India,34059,709
Nagaland,India,4003,9
Nagaland,India,26744,530
Nagaland,India,26838,532
Nagaland,India,35470,758
Nagaland,India,32174,702
Nagaland,India,11761,69
Nagaland,India,732,0
Nagaland,India,32014,694
Nagaland,India,459,0
Nagaland,India,35901,777
Nagaland,India,35968,781
Nagaland,India,35480,759
Nagaland,India,35959,781
Nagaland,India,12440,93
Nagaland,India,7953,27
Nagaland,India,501,0
Nagaland,India,35986,782
Nagaland,India,12210,91
Nagaland,India,31322,666
Nagaland,India,35381,754
Nagaland,India,35976,782
Nagaland,India,12225,91
Nagaland,India,35961,781
Nagaland,India,12198,91
Nagaland,India,35498,761
Nagaland,India,13750,100
Nagaland,India,16283,150
Nagaland,India,27653,556
Nagaland,India,6662,17
Nagaland,India,35441,757
Nagaland,India,32142,699
Nagaland,India,35846,773
Nagaland,India,12168,88
Nagaland,India,7492,22
Nagaland,India,4636,10
Nagaland,India,35487,759
Nagaland,India,11379,66
Nagaland,India,30204,624
Nagaland,India,2657,7
Nagaland,India,22072,399
Nagaland,India,11929,79
Nagaland,India,35477,759
Nagaland,India,35502,761
Nagaland,India,16150,140
Nagaland,India,20535,315
Nagaland,India,35488,760
Nagaland,India,11479,67
Nagaland,India,34759,737
Nagaland,India,32040,695
Nagaland,India,35497,760
Nagaland,India,25619,503
Nagaland,India,12225,91
Nagaland,India,18714,228
Nagaland,India,35488,760
Nagaland,India,35493,760
Nagaland,India,6244,17
Nagaland,India,35474,759
Nagaland,India,35778,770
Nagaland,India,28955,593
Nagaland,India,31859,685
Nagaland,India,30990,658
Nagaland,India,11921,79
Nagaland,India,35451,757
Nagaland,India,12381,92
Nagaland,India,35355,753
Nagaland,India,9327,45
Nagaland,India,35480,759
Nagaland,India,29972,617
Nagaland,India,23350,441
Nagaland,India,12233,92
Nagaland,India,11978,84
Nagaland,India,625,0
Nagaland,India,31707,679
Nagaland,India,35505,761
Nagaland,India,30907,654
Nagaland,India,33818,708
Nagaland,India,35493,760
Nagaland,India,35972,781
Nagaland,India,14350,109
Nagaland,India,30510,634
Nagaland,India,12800,94
Nagaland,India,35930,779
Nagaland,India,12225,91
Nagaland,India,35488,760
Nagaland,India,35497,760
Nagaland,India,31951,689
Nagaland,India,35974,782
Nagaland,India,35986,782
Nagaland,India,32096,696
Nagaland,India,2129,5
Nagaland,India,657,0
Nagaland,India,35496,760
Nagaland,India,35873,776
Nagaland,India,35986,782
Nagaland,India,35984,782
Nagaland,India,30594,636
Nagaland,India,6429,17
Nagaland,India,34986,747
Nagaland,India,4128,10
Nagaland,India,12365,92
Nagaland,India,24374,475
Nagaland,India,35306,753
Nagaland,India,32161,700
Nagaland,India,8139,28
Nagaland,India,12340,92
Nagaland,India,35986,782
Nagaland,India,2498,6
Nagaland,India,35933,780
Nagaland,India,12229,92
Nagaland,India,20795,327
Nagaland,India,35489,760
Nagaland,India,35503,761
Nagaland,India,3340,8
Nagaland,India,35969,781
Nagaland,India,5229,15
Nagaland,India,211,0
Nagaland,India,1030,0
Nagaland,India,35467,758
Nagaland,India,29195,605
Nagaland,India,12225,91
Nagaland,India,35419,757
Nagaland,India,22918,429
Nagaland,India,5671,16
Nagaland,India,12217,91
Nagaland,India,1239,1
Nagaland,India,347,0
Nagaland,India,11820,73
Nagaland,India,12229,92
Nagaland,India,3714,9
Nagaland,India,32170,701
Nagaland,India,35447,757
Nagaland,India,35890,777
Nagaland,India,35905,777
Nagaland,India,10188,53
Nagaland,India,7698,27
Nagaland,India,23854,459
Nagaland,India,32136,699
Nagaland,India,35499,761
Nagaland,India,35835,772
Nagaland,India,11937,79
Nagaland,India,35461,758
Nagaland,India,30356,626
Nagaland,India,35738,768
Nagaland,India,32092,696
Nagaland,India,25239,495
Nagaland,India,35974,782
Nagaland,India,12225,91
Nagaland,India,25382,498
Nagaland,India,25898,507
Nagaland,India,11997,84
Nagaland,India,21371,350
Nagaland,India,35328,753
Nagaland,India,35496,760
Nagaland,India,29841,614
Nagaland,India,35395,754
Nagaland,India,12650,94
Nagaland,India,11890,77
Nagaland,India,35986,782
Nagaland,India,23051,432
Nagaland,India,35984,782
Nagaland,India,12070,88
Nagaland,India,35480,759
Nagaland,India,539,0
Nagaland,India,32170,701
Nagaland,India,30302,626
Nagaland,India,32174,702
Nagaland,India,35903,777
Nagaland,India,12117,88
Nagaland,India,12230,92
Nagaland,India,35598,763
Nagaland,India,3558,8
Nagaland,India,23466,445
Nagaland,India,3635,9
Nagaland,India,35541,762
Nagaland,India,31922,689
Nagaland,India,35467,758
Nagaland,India,280,0
Nagaland,India,12191,91
Nagaland,India,35984,782
Nagaland,India,14134,107
Nagaland,India,11897,78
Nagaland,India,35972,782
Nagaland,India,30485,634
Nagaland,India,8726,33
Nagaland,India,10777,59
Nagaland,India,11866,76
Nagaland,India,12225,91
Nagaland,India,35928,779
Nagaland,India,32109,696
Nagaland,India,7416,22
Nagaland,India,35492,760
Nagaland,India,35986,782
Nagaland,India,32530,703
Nagaland,India,1566,5
Nagaland,India,11728,69
Nagaland,India,18076,209
Nagaland,India,35984,782
Nagaland,India,12191,91
Nagaland,India,9536,50
Nagaland,India,35962,781
Nagaland,India,12229,92
Nagaland,India,35534,761
Nagaland,India,31905,688
Nagaland,India,35495,760
Nagaland,India,35972,782
Nagaland,India,12121,88
Nagaland,India,12221,91
Nagaland,India,35929,779
Nagaland,India,27713,561
Nagaland,India,35443,757
Nagaland,India,11060,63
Nagaland,India,13003,95
Nagaland,India,29151,601
Nagaland,India,33478,705
Nagaland,India,31027,660
Nagaland,India,2580,6
Nagaland,India,12376,92
Nagaland,India,5946,16
Nagaland,India,35503,761
Nagaland,India,31659,676
Nagaland,India,32530,703
Nagaland,India,35488,760
Nagaland,India,12076,88
Nagaland,India,1385,5
Nagaland,India,17835,196
Nagaland,India,35855,773
Nagaland,India,35512,761
Nagaland,India,35497,760
Nagaland,India,24961,487
Nagaland,India,8945,39
Nagaland,India,34927,746
Nagaland,India,5083,10
Nagaland,India,11254,64
Nagaland,India,23562,448
Nagaland,India,35986,782
Nagaland,India,32040,695
Nagaland,India,35477,759
Nagaland,India,5306,15
Nagaland,India,35675,765
Nagaland,India,35961,781
Nagaland,India,35363,753
Nagaland,India,26381,516
Nagaland,India,35488,760
Nagaland,India,35961,781
Nagaland,India,30840,653
Nagaland,India,11209,64
Nagaland,India,12166,88
Nagaland,India,31973,692
Nagaland,India,13183,98
Nagaland,India,32834,703
Nagaland,India,35578,763
Nagaland,India,35961,781
Nagaland,India,25111,493
Nagaland,India,12088,88
Nagaland,India,35488,760
Nagaland,India,35458,758
Nagaland,India,12217,91
Nagaland,India,916,0
Nagaland,India,5730,16
Nagaland,India,35953,781
Nagaland,India,4220,10
Nagaland,India,12568,94
Nagaland,India,30864,653
Nagaland,India,28004,574
Nagaland,India,12200,91
Nagaland,India,12192,91
Nagaland,India,35966,781
Nagaland,India,7604,22
Nagaland,India,35803,771
Nagaland,India,25787,507
Nagaland,India,31759,681
Nagaland,India,18958,234
Nagaland,India,29390,608
Nagaland,India,12361,92
Nagaland,India,35489,760
Nagaland,India,35871,776
Nagaland,India,32158,699
Nagaland,India,5263,15
Nagaland,India,35915,777
Nagaland,India,30630,639
Nagaland,India,35986,782
Nagaland,India,11340,65
Nagaland,India,12217,91
Nagaland,India,24438,477
Nagaland,India,12090,88
Nagaland,India,956,0
Nagaland,India,31244,665
Nagaland,India,11159,64
Nagaland,India,3118,8
Nagaland,India,128,0
Nagaland,India,23965,461
Nagaland,India,12225,91
Nagaland,India,22773,426
Nagaland,India,6594,17
Nagaland,India,24541,477
Nagaland,India,30388,631
Nagaland,India,35466,758
Nagaland,India,11954,80
Nagaland,India,35417,757
Nagaland,India,35888,776
Nagaland,India,3950,9
Nagaland,India,29778,612
Nagaland,India,4245,10
Nagaland,India,28709,585
Nagaland,India,35738,768
Nagaland,India,35921,777
Nagaland,India,8515,30
Nagaland,India,35500,761
Nagaland,India,12233,92
Nagaland,India,35932,780
Nagaland,India,6949,17
Nagaland,India,21023,338
Nagaland,India,12035,86
Nagaland,India,193,0
Nagaland,India,35467,758
Nagaland,India,35274,753
Nagaland,India,12363,92
Nagaland,India,29274,607
Nagaland,India,11960,82
Nagaland,India,35475,759
Nagaland,India,35500,761
Nagaland,India,12226,91
Nagaland,India,31473,671
Nagaland,India,8894,35
Nagaland,India,35972,782
Nagaland,India,35488,760
Nagaland,India,9264,45
Nagaland,India,35502,761
Nagaland,India,12039,88
Nagaland,India,32100,696
Nagaland,India,35926,779
Nagaland,India,29669,611
Nagaland,India,387,0
Nagaland,India,8663,33
Nagaland,India,35897,777
Nagaland,India,1693,5
Nagaland,India,35413,756
Nagaland,India,34276,715
Nagaland,India,2688,7
Nagaland,India,12099,88
Nagaland,India,33259,704
Nagaland,India,23753,456
Nagaland,India,12225,91
Nagaland,India,35488,760
Nagaland,India,163,0
Nagaland,India,35497,760
Nagaland,India,29589,610
Nagaland,India,31507,673
Nagaland,India,6163,17
Nagaland,India,35683,766
Nagaland,India,32050,695
Nagaland,India,24041,466
Nagaland,India,35822,771
Nagaland,India,31312,666
Nagaland,India,31811,684
Nagaland,India,35933,780
Nagaland,India,35196,752
Nagaland,India,12198,91
Nagaland,India,35498,761
Nagaland,India,6318,17
Nagaland,India,32216,702
Nagaland,India,26249,516
Nagaland,India,35968,781
Nagaland,India,35484,759
Nagaland,India,35984,782
Nagaland,India,32128,698
Nagaland,India,35986,782
Nagaland,India,13976,104
Nagaland,India,35390,754
Nagaland,India,12210,91
Nagaland,India,12225,91
Nagaland,India,31627,675
Nagaland,India,198,0
Nagaland,India,35961,781
Nagaland,India,7816,27
Nagaland,India,35495,760
Nagaland,India,32164,701
Nagaland,India,35957,781
Nagaland,India,35886,776
Nagaland,India,12427,93
Nagaland,India,12058,88
Nagaland,India,9455,45
Nagaland,India,896,0
Nagaland,India,35493,760
Nagaland,India,35452,757
Nagaland,India,32018,695
Nagaland,India,35495,760
Nagaland,India,35470,758
Nagaland,India,14451,115
Nagaland,India,35613,764
Nagaland,India,11832,73
Nagaland,India,35972,782
Nagaland,India,25451,499
Nagaland,India,11858,73
Nagaland,India,33948,708
Nagaland,India,11987,84
Nagaland,India,29920,614
Nagaland,India,9151,42
Nagaland,India,35480,759
Nagaland,India,35905,777
Nagaland,India,32302,703
Nagaland,India,415,0
Nagaland,India,35986,782
Nagaland,India,35445,757
Nagaland,India,32174,702
Nagaland,India,12126,88
Nagaland,India,35951,781
Nagaland,India,21680,376
Nagaland,India,31894,687
Nagaland,India,12081,88
Nagaland,India,12747,94
Nagaland,India,35528,761
Nagaland,India,35930,779
Nagaland,India,32151,699
Nagaland,India,5451,15
Nagaland,India,177,0
Nagaland,India,24629,479
Nagaland,India,193,0
Nagaland,India,35866,773
Nagaland,India,30435,632
Nagaland,India,35512,761
Nagaland,India,35955,781
Nagaland,India,12205,91
Nagaland,India,27945,570
Nagaland,India,10366,54
Nagaland,India,21854,385
Nagaland,India,35498,761
Nagaland,India,3168,8
Nagaland,India,31373,667
Nagaland,India,25017,493
Nagaland,India,13569,100
Nagaland,India,845,0
Nagaland,India,31150,662
Nagaland,India,5957,17
Nagaland,India,35507,761
Nagaland,India,35793,771
Nagaland,India,35492,760
Nagaland,India,3805,9
Nagaland,India,11115,64
Nagaland,India,3686,9
Nagaland,India,1174,0
Nagaland,India,35945,781
Nagaland,India,35961,781
Nagaland,India,31747,681
Nagaland,India,34524,736
Nagaland,India,11911,79
Nagaland,India,12192,91
Nagaland,India,11634,68
Nagaland,India,35986,782
Nagaland,India,32247,703
Nagaland,India,35963,781
Nagaland,India,8436,28
Nagaland,India,10852,61
Nagaland,India,3520,8
Nagaland,India,32188,702
Nagaland,India,15580,122
Nagaland,India,12192,91
Nagaland,India,27024,536
Nagaland,India,12066,88
Nagaland,India,5229,15
Nagaland,India,11602,68
Nagaland,India,35497,761
Nagaland,India,11787,70
Nagaland,India,35546,762
Nagaland,India,35488,760
Nagaland,India,35487,759
Nagaland,India,3031,8
Nagaland,India,25976,507
Nagaland,India,35430,757
Nagaland,India,32201,702
Nagaland,India,35495,760
Nagaland,India,22387,416
Nagaland,India,33167,704
Nagaland,India,3394,8
Nagaland,India,4178,10
Nagaland,India,774,0
Nagaland,India,30731,646
Nagaland,India,28551,583
Nagaland,India,11897,78
Nagaland,India,9578,50
Nagaland,India,12217,91
Nagaland,India,3784,9
Nagaland,India,34404,736
Nagaland,India,35495,760
Nagaland,India,35497,761
Nagaland,India,20068,285
Nagaland,India,35961,781
Nagaland,India,35507,761
Nagaland,India,32169,701
Nagaland,India,12482,93
Nagaland,India,11917,79
Nagaland,India,35117,750
Nagaland,India,12199,91
Nagaland,India,32206,702
Nagaland,India,1239,1
Nagaland,India,11709,68
Nagaland,India,3322,8
Nagaland,India,35488,760
Nagaland,India,2781,8
Nagaland,India,4375,10
Nagaland,India,673,0
Nagaland,India,12158,88
Nagaland,India,35522,761
Nagaland,India,10608,56
Nagaland,India,35641,764
Nagaland,India,31960,692
Nagaland,India,35905,777
Nagaland,India,35555,762
Nagaland,India,35488,760
Nagaland,India,12189,88
Nagaland,India,15004,118
Nagaland,India,13445,99
Nagaland,India,35971,781
Nagaland,India,35480,759
Nagaland,India,35082,749
Nagaland,India,8626,31
Nagaland,India,35470,758
Nagaland,India,11895,77
Nagaland,India,10991,61
Nagaland,India,26576,524
Nagaland,India,35945,781
Nagaland,India,28811,585
Nagaland,India,35967,781
Nagaland,India,32270,703
Nagaland,India,35931,780
Nagaland,India,31397,668
Nagaland,India,35498,761
Nagaland,India,32964,703
Nagaland,India,31167,663
Nagaland,India,5392,15
Nagaland,India,19284,245
Nagaland,India,3394,8
Nagaland,India,35951,781
Nagaland,India,12083,88
Nagaland,India,4946,10
Nagaland,India,32184,702
Nagaland,India,35883,776
Nagaland,India,22240,404
Nagaland,India,5357,15
Nagaland,India,5544,15
Nagaland,India,11921,79
Nagaland,India,27586,552
Nagaland,India,1084,0
Nagaland,India,35434,757
Nagaland,India,32060,696
Nagaland,India,26140,514
Nagaland,India,35477,759
Nagaland,India,35693,767
Nagaland,India,11091,64
Nagaland,India,24097,467
Nagaland,India,11927,79
Nagaland,India,31492,673
Nagaland,India,35500,761
Nagaland,India,15580,122
Nagaland,India,8296,28
Nagaland,India,32143,699
Nagaland,India,20259,297
Nagaland,India,29622,610
Nagaland,India,35235,752
Nagaland,India,9750,52
Nagaland,India,30083,620
Nagaland,India,35984,782
Nagaland,India,30763,648
Nagaland,India,35986,782
Nagaland,India,12054,88
Nagaland,India,32210,702
Nagaland,India,459,0
Nagaland,India,35816,771
Nagaland,India,32125,696
Nagaland,India,35935,780
Nagaland,India,31772,684
Nagaland,India,28445,582
Nagaland,India,31641,676
Nagaland,India,35495,760
Nagaland,India,11841,73
Nagaland,India,30780,652
Nagaland,India,35985,782
Nagaland,India,11930,79
Nagaland,India,32078,696
Nagaland,India,35723,768
Nagaland,India,33053,703
Nagaland,India,12200,91
Nagaland,India,10674,57
Nagaland,India,35502,761
Nagaland,India,5064,10
Nagaland,India,25976,507
Nagaland,India,156,0
Nagaland,India,11283,64
Nagaland,India,35838,772
Nagaland,India,32140,699
Nagaland,India,29554,609
Nagaland,India,27362,545
Nagaland,India,32191,702
Nagaland,India,590,0
Nagaland,India,31516,673
Nagaland,India,28335,581
Nagaland,India,35487,759
Nagaland,India,12094,88
Nagaland,India,22696,422
Nagaland,India,8824,34
Nagaland,India,1385,5
Nagaland,India,35476,759
Nagaland,India,35420,757
Nagaland,India,5604,15
Nagaland,India,35550,762
Nagaland,India,35497,760
Nagaland,India,35407,755
Nagaland,India,35488,760
Nagaland,India,330,0
Nagaland,India,31831,684
Nagaland,India,35487,759
Nagaland,India,902,0
Nagaland,India,978,0
Nagaland,India,34341,735
Nagaland,India,3619,8
Nagaland,India,35507,761
Nagaland,India,32255,703
Nagaland,India,31119,662
Nagaland,India,35986,782
Nagaland,India,32143,699
Nagaland,India,16890,165
Nagaland,India,128,0
Nagaland,India,3922,9
Nagaland,India,11975,84
Nagaland,India,35947,781
Nagaland,India,12190,90
Nagaland,India,32775,703
Nagaland,India,625,0
Nagaland,India,35372,753
Nagaland,India,26476,519
Nagaland,India,12190,90
Nagaland,India,15271,121
Nagaland,India,12192,91
Nagaland,India,35492,760
Nagaland,India,35477,759
Nagaland,India,35655,765
Nagaland,India,35592,763
Nagaland,India,11186,64
Nagaland,India,31978,692
Nagaland,India,988,0
Nagaland,India,31342,666
Nagaland,India,35498,761
Nagaland,India,3583,8
Nagaland,India,9096,42
Nagaland,India,27024,536
Nagaland,India,30003,617
Nagaland,India,13238,98
Nagaland,India,11418,66
Nagaland,India,7363,19
Nagaland,India,32164,701
Nagaland,India,12175,88
Nagaland,India,35487,759
Nagaland,India,35488,760
Nagaland,India,30157,620
Nagaland,India,32130,699
Nagaland,India,30694,646
Nagaland,India,11877,77
Nagaland,India,12504,94
Nagaland,India,35888,776
Nagaland,India,31295,666
Nagaland,India,35173,750
Nagaland,India,12211,91
Nagaland,India,35498,761
Nagaland,India,35986,782
Nagaland,India,35974,782
Nagaland,India,32165,701
Nagaland,India,19845,271
Nagaland,India,35941,781
Nagaland,India,12061,88
Nagaland,India,12345,92
Nagaland,India,9075,39
Nagaland,India,28628,585
Nagaland,India,35827,772
Nagaland,India,35502,761
Nagaland,India,371,0
Nagaland,India,5768,16
Nagaland,India,12183,88
Nagaland,India,32202,702
Nagaland,India,35968,781
Nagaland,India,31611,674
Nagaland,India,35402,755
Nagaland,India,12225,91
Nagaland,India,12176,88
Nagaland,India,1831,5
Nagaland,India,31219,665
Nagaland,India,35490,760
Nagaland,India,31547,674
Nagaland,India,24191,468
Nagaland,India,32068,696
Nagaland,India,27472,550
Nagaland,India,29482,609
Nagaland,India,35502,761
Nagaland,India,127,0
Nagaland,India,35709,767
Nagaland,India,31449,671
Nagaland,India,6736,17
Nagaland,India,11960,82
Nagaland,India,9474,46
Nagaland,India,35765,769
Nagaland,India,35500,761
Nagaland,India,35972,782
Nagaland,India,23644,453
Nagaland,India,35984,782
Nagaland,India,12072,88
Nagaland,India,32100,696
Nagaland,India,35414,756
Nagaland,India,23237,435
Nagaland,India,35899,777
Nagaland,India,32171,701
Nagaland,India,30244,626
Nagaland,India,3778,9
Nagaland,India,35476,759
Nagaland,India,9047,39
Nagaland,India,12416,93
Nagaland,India,29718,612
Nagaland,India,35924,777
Nagaland,India,31938,689
Nagaland,India,1339,4
Nagaland,India,30555,634
Nagaland,India,12067,88
Nagaland,India,35883,776
Nagaland,India,35984,782
Nagaland,India,35038,749
Nagaland,India,35986,782
Nagaland,India,31935,689
Nagaland,India,35543,762
Nagaland,India,24248,469
Nagaland,India,9885,52
Nagaland,India,32161,700
Nagaland,India,12400,92
Nagaland,India,3011,8
Nagaland,India,12225,91
Nagaland,India,12101,88
Nagaland,India,179,0
Nagaland,India,31842,685
Nagaland,India,17531,190
Nagaland,India,748,0
Nagaland,India,35357,753
